symbols,desc,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
SAT1,spermidine/spermine N1-acetyltransferase 1,1.2796660749187365e-124,1.3383291211597084,0.969,0.879,2.2440224289774963e-120
SMAP2,small ArfGAP2,1.8238061814209748e-124,1.028014517865346,0.958,0.805,3.1982265197398215e-120
KLF9,KLF transcription factor 9,1.1817433573234314e-123,0.8531985278491109,0.642,0.238,2.0723051514023693e-119
ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A,2.1484961686433306e-123,1.11805599608375,0.833,0.505,3.767602881332945e-119
TBC1D8,TBC1 domain family member 8,2.219999507108274e-123,1.1224106881830518,0.872,0.54,3.892991135665069e-119
C20orf27,NA,3.8758881086535835e-123,0.8031842961924159,0.625,0.227,6.796757387334924e-119
PFKL,"phosphofructokinase, liver type",2.7528209946420045e-120,0.7890676414089586,0.685,0.288,4.827346896204219e-116
FGD2,"FYVE, RhoGEF and PH domain containing 2",9.20930927471744e-119,0.9757986615072489,0.859,0.538,1.6149444744144503e-114
SSH2,slingshot protein phosphatase 2,9.346068435367063e-118,0.9765960851244797,0.971,0.899,1.638926560825968e-113
SLC35E3,solute carrier family 35 member E3,1.5645161605598545e-117,0.9783939261477091,0.677,0.29,2.743535539157761e-113
KLF7,KLF transcription factor 7,1.7401880124104612e-117,0.9699762967137124,0.866,0.55,3.0515936985629847e-113
FPR1,formyl peptide receptor 1,2.3355024517480288e-117,1.0562185825282835,0.883,0.572,4.0955370993853435e-113
SLA,Src like adaptor,1.044137009163714e-116,0.9386875799756993,0.908,0.669,1.8309986592694889e-112
FOXN2,forkhead box N2,2.497234370264742e-116,1.0882726234160798,0.842,0.537,4.379150191696252e-112
RGL1,ral guanine nucleotide dissociation stimulator like 1,3.783498153244304e-116,1.511065272702238,0.565,0.195,6.634742361529211e-112
DAPK1,death associated protein kinase 1,1.8721368593450116e-115,1.0916417431735344,0.894,0.624,3.2829791965474123e-111
TIMP1,TIMP metallopeptidase inhibitor 1,5.424445111635388e-115,1.8405029794589929,0.861,0.592,9.512306947763815e-111
BCAT1,branched chain amino acid transaminase 1,6.47027392329753e-115,1.1100956282697374,0.539,0.174,1.1346272351894548e-110
PRMT2,protein arginine methyltransferase 2,1.0886835110988131e-113,0.9781577128831982,0.861,0.561,1.9091154050628786e-109
GNLY,granulysin,1.6903434769300412e-113,-0.45304276393901266,0.248,0.631,2.96418632114452e-109
LINGO1,leucine rich repeat and Ig domain containing 1,5.995272890664384e-112,-0.7755098452625933,0.106,0.478,1.0513310541069064e-107
SERF2,small EDRK-rich factor 2,4.822697314810595e-111,0.9580819475759061,0.945,0.802,8.45708201125186e-107
CHPT1,choline phosphotransferase 1,1.214663433740471e-110,1.1017445875336296,0.767,0.419,2.13003379740729e-106
JDP2,Jun dimerization protein 2,4.346947542094384e-109,0.8534475146872982,0.792,0.415,7.622807209816712e-105
MAP2K1,mitogen-activated protein kinase kinase 1,5.286358310036737e-109,0.8821790258258728,0.904,0.633,9.270157932480421e-105
RPL12,ribosomal protein L12,1.4492686716282215e-108,0.9656881047725343,0.958,0.889,2.5414375425672493e-104
EMP3,epithelial membrane protein 3,1.6407908741921806e-108,1.010633373029922,0.905,0.676,2.877290876983408e-104
WASF2,WASP family member 2,1.9795507913892334e-108,0.8577925915329536,0.929,0.667,3.47134026778016e-104
ITGB2,integrin subunit beta 2,3.689269077537253e-108,0.9032460057387812,0.946,0.703,6.469502254369326e-104
FAU,FAU ubiquitin like and ribosomal protein S30 fusion,4.031953400095698e-108,0.9449568637263566,0.959,0.873,7.070433482407817e-104
KLRB1,killer cell lectin like receptor B1,4.42701161780392e-108,-0.6060032662502872,0.071,0.448,7.763207572980954e-104
RAB31,"RAB31, member RAS oncogene family",8.81136831439331e-108,0.9181406841172848,0.912,0.634,1.5451615476120109e-103
AFF1,ALF transcription elongation factor 1,1.1143592690502898e-107,1.098903760080288,0.857,0.639,1.9541404142065882e-103
PID1,phosphotyrosine interaction domain containing 1,7.80085662779027e-107,0.9244478472867153,0.825,0.443,1.3679582182493018e-102
AIF1,allograft inflammatory factor 1,2.4126667529181063e-106,0.9095420894848272,0.961,0.775,4.230852417917191e-102
ANXA2,annexin A2,3.2354488940255845e-106,0.9526280129302425,0.917,0.653,5.673683180563265e-102
ARL4A,ADP ribosylation factor like GTPase 4A,8.83397999740839e-106,0.7611981809879359,0.475,0.134,1.5491267323455353e-101
HLA-DRA,"major histocompatibility complex, class II, DR alpha",1.0127483928597982e-105,0.9409436161074991,0.985,0.893,1.7759555817189423e-101
AGPAT3,1-acylglycerol-3-phosphate O-acyltransferase 3,1.4770640335474621e-105,0.7686956970195931,0.859,0.512,2.5901794892288294e-101
RPL28,ribosomal protein L28,1.654464050323892e-105,0.9421006514808177,0.986,0.953,2.901268158647977e-101
S100A10,S100 calcium binding protein A10,1.893608419857269e-105,1.0820870988473361,0.91,0.712,3.3206317250617065e-101
RPL8,ribosomal protein L8,1.994670900904495e-105,0.9465167764957454,0.951,0.844,3.497854891826122e-101
ADGRE2,adhesion G protein-coupled receptor E2,2.4954212732074853e-105,0.944278934625709,0.865,0.547,4.3759707446966464e-101
AP2S1,adaptor related protein complex 2 subunit sigma 1,1.3718861321881456e-104,0.7847559795591466,0.835,0.489,2.405739521405132e-100
PSTPIP2,proline-serine-threonine phosphatase interacting protein 2,1.6345884587067443e-104,1.1822098885827095,0.792,0.473,2.866414321188147e-100
RPS18,ribosomal protein S18,2.4594236612170193e-104,1.0561957809364877,0.971,0.948,4.312845332310165e-100
RIPOR2,RHO family interacting cell polarization regulator 2,3.606522544184053e-104,1.10686688723327,0.944,0.844,6.324397933481155e-100
IFNGR2,interferon gamma receptor 2,3.767151998447778e-104,0.8921009948994887,0.908,0.651,6.606077744478024e-100
HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",1.8144850803537507e-103,1.027994936735483,0.88,0.642,3.181881036908337e-99
PTPRJ,protein tyrosine phosphatase receptor type J,2.4252819404958417e-103,0.951916514891407,0.95,0.787,4.252974410853508e-99
RPS10,ribosomal protein S10,1.3235149426391208e-102,0.9639338452486705,0.948,0.842,2.3209158034119622e-98
S100A6,S100 calcium binding protein A6,2.1242830896268116e-102,0.9851257319752396,0.958,0.871,3.7251428259695766e-98
CNTRL,centriolin,2.5644250360677235e-102,0.87528192802581,0.833,0.516,4.49697574324836e-98
RPS2,ribosomal protein S2,1.5865265356488458e-101,1.0289480992155875,0.973,0.925,2.782132932913816e-97
FCER1G,Fc epsilon receptor Ig,1.848161877963485e-101,0.9161298044139743,0.938,0.762,3.240936669196767e-97
PPARGC1B,PPARG coactivator 1 beta,7.29148674371718e-101,0.8670055677240759,0.603,0.238,1.2786351153782448e-96
FLNA,filamin A,9.64514594777837e-101,0.8405985594911092,0.888,0.614,1.691372793402415e-96
FTH1,ferritin heavy chain 1,2.219210162954298e-100,1.3638864149237655,0.994,0.993,3.891606941756657e-96
MYL6,myosin light chain 6,2.6058769527469493e-100,0.9416423058937777,0.956,0.853,4.56966582433705e-96
GCLC,glutamate-cysteine ligase catalytic subunit,5.387814621325353e-100,1.0657093621891058,0.527,0.194,9.448071719956139e-96
FGD4,"FYVE, RhoGEF and PH domain containing 4",1.1045569460329414e-99,0.8425270873740303,0.918,0.667,1.936951060563366e-95
SKAP1,src kinase associated phosphoprotein 1,1.3068128876984568e-98,-0.7332078012764722,0.055,0.404,2.2916270798680138e-94
RACK1,receptor for activated C kinase 1,1.5321112103037767e-98,0.8956900059609074,0.934,0.788,2.686710218388703e-94
SH3BGRL3,SH3 domain binding glutamate rich protein like 3,2.5261705878847956e-98,0.9018792743669453,0.953,0.844,4.4298927429147777e-94
NDUFV3,NADH:ubiquinone oxidoreductase subunit V3,6.023968752546592e-98,0.7184210060569064,0.715,0.355,1.0563631604465703e-93
GNB2,G protein subunit beta 2,1.2119289609365902e-97,0.7112393257376706,0.823,0.483,2.1252386258984044e-93
SON,SON DNA and RNA binding protein,2.9263258822572244e-97,0.7605639666944777,0.916,0.727,5.131605067126269e-93
PTTG1IP,PTTG1 interacting protein,2.968724525857543e-97,0.7528569404312355,0.784,0.449,5.205955328543787e-93
XPR1,xenotropic and polytropic retrovirus receptor 1,1.2163107701403444e-96,0.8640564948201486,0.809,0.475,2.132922566518108e-92
CD9,CD9 molecule,1.2965204862334212e-96,0.6465615527911217,0.311,0.045,2.2735783246589275e-92
PDXK,pyridoxal kinase,1.7773887907537633e-96,0.7210748984435604,0.733,0.381,3.116828983465799e-92
LST1,leukocyte specific transcript 1,2.3385079558480415e-96,0.8077596104825808,0.947,0.751,4.1008075513751255e-92
ARPC5,actin related protein 2/3 complex subunit 5,4.509109309404478e-96,0.8405823547588027,0.926,0.744,7.907174084971693e-92
ATP5PO,ATP synthase peripheral stalk subunit OSCP,7.4501625030249975e-96,0.7894228247085164,0.743,0.417,1.3064604965304636e-91
PLCL1,phospholipase C like 1 (inactive),8.114961053258918e-96,1.0649849812920549,0.543,0.192,1.423039570299484e-91
ALOX15B,arachidonate 15-lipoxygenase type B,3.112913476998412e-95,0.697256343148579,0.289,0.035,5.458805073264415e-91
RPS15,ribosomal protein S15,4.12733780757022e-95,0.8979255243313151,0.963,0.899,7.237699579355137e-91
CTSB,cathepsin B,1.3350058256908797e-94,0.9170827667654287,0.915,0.667,2.3410662159315265e-90
RNF144B,ring finger protein 144B,5.317539297996394e-94,0.9556205413028112,0.926,0.723,9.324836912966476e-90
ATP5PF,ATP synthase peripheral stalk subunit F6,7.884629765934116e-94,0.7970003079431682,0.808,0.497,1.3826486757542066e-89
RPL19,ribosomal protein L19,1.1980538018390976e-93,0.8888036473213532,0.971,0.921,2.1009071469050414e-89
RPL13,ribosomal protein L13,1.2013602328952789e-93,0.8994392776826929,0.984,0.97,2.106705304405161e-89
TPM3,tropomyosin 3,2.37681146877779e-93,0.7830749558945898,0.932,0.76,4.167976591648733e-89
YBX1,Y-box binding protein 1,2.9379732778806344e-93,0.826950127792041,0.921,0.727,5.152029940091481e-89
PI3,peptidase inhibitor 3,3.283757394815518e-93,-0.8158639118720687,0,0.282,5.758396967548493e-89
MT2A,metallothionein 2A,3.8074320878206276e-93,1.5229105833476657,0.714,0.393,6.676712909202252e-89
PPDPF,pancreatic progenitor cell differentiation and proliferation factor,4.328218066076891e-93,0.8285250615363238,0.735,0.428,7.589963200672437e-89
KCNQ5,potassium voltage-gated channel subfamily Q member 5,8.156817414665356e-93,-0.8735775440985323,0.033,0.345,1.430379501835717e-88
VIM,vimentin,1.7630951182314248e-92,0.9618132448397603,0.95,0.915,3.0917635993306264e-88
S100A4,S100 calcium binding protein A4,2.494169313086981e-92,0.8867906316949057,0.959,0.862,4.37377530742933e-88
CD247,CD247 molecule,2.9101792683737044e-92,-0.628305304078066,0.064,0.399,5.103290365020128e-88
TLR2,toll like receptor 2,4.4764258929569444e-92,0.7773283180892667,0.916,0.711,7.849860445889297e-88
RPS14,ribosomal protein S14,5.10079650422267e-92,0.8570485249253954,0.977,0.945,8.944756749804874e-88
AKAP13,A-kinase anchoring protein 13,5.247015478331212e-92,0.7856361433240675,0.952,0.872,9.201166342801613e-88
RPL18,ribosomal protein L18,1.833867616896341e-91,0.8564595524966854,0.949,0.875,3.2158702529894233e-87
LONRF1,LON peptidase N-terminal domain and ring finger 1,2.348152399258214e-91,0.7902742441394861,0.5,0.173,4.1177200473392035e-87
FLVCR2,FLVCR heme transporter 2,3.3614252583647494e-91,0.8720740434415089,0.707,0.364,5.894595333068424e-87
RPL35,ribosomal protein L35,8.582212879820259e-91,0.8471879854664865,0.962,0.846,1.5049768506052806e-86
RPL36,ribosomal protein L36,8.722701629021142e-91,0.8675373140909373,0.956,0.891,1.5296129576651475e-86
ELOB,elongin B,9.688107604655216e-91,0.7118479536484079,0.895,0.637,1.6989065495523386e-86
EEF1D,eukaryotic translation elongation factor 1 delta,1.0272676131541179e-90,0.708283615867253,0.904,0.683,1.801416486427061e-86
RPS3,ribosomal protein S3,1.4025811061756719e-90,0.8960908217519084,0.956,0.903,2.459566227789658e-86
UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,2.02829247585933e-90,0.8257695047952196,0.955,0.872,3.556813685666921e-86
SPTLC2,serine palmitoyltransferase long chain base subunit 2,2.352755121224227e-90,0.774479584676262,0.906,0.68,4.1257913805788046e-86
SUMO3,small ubiquitin like modifier 3,8.051164774596685e-90,0.7250397497095806,0.706,0.37,1.4118522548732745e-85
ANKRD22,ankyrin repeat domain 22,8.807697180635243e-90,0.9436853683097784,0.389,0.096,1.5445177775961962e-85
COX6B1,cytochrome c oxidase subunit 6B1,1.0170801548120567e-89,0.7392962336602122,0.868,0.598,1.7835517594784224e-85
BACH1,BTB domain and CNC homolog 1,1.0454704876203973e-89,0.726836185893954,0.954,0.795,1.8333370470911287e-85
PFDN5,prefoldin subunit 5,2.0000953166970884e-89,0.7732907650546075,0.938,0.783,3.5073671473600143e-85
GAPDH,glyceraldehyde-3-phosphate dehydrogenase,2.474931313631686e-89,0.9482058898540195,0.944,0.831,4.340039551584525e-85
CEBPB,CCAAT enhancer binding protein beta,2.814980159552801e-89,0.8063481814684725,0.92,0.702,4.936349207791792e-85
PRELID1,PRELI domain containing 1,3.17477570676356e-89,0.9503302747251301,0.853,0.594,5.567286679380579e-85
IL18,interleukin 18,7.487295198400743e-89,0.9961788620916374,0.487,0.169,1.3129720859915544e-84
SLC7A7,solute carrier family 7 member 7,2.4519929564341236e-88,0.7905105546256215,0.87,0.56,4.299814848402879e-84
FNIP2,folliculin interacting protein 2,2.8169229275179086e-88,0.8430597047232344,0.739,0.416,4.939756045695404e-84
POLR2L,"RNA polymerase II, I and III subunit L",1.0287856977920956e-87,0.7680824836357847,0.837,0.547,1.804078599648219e-83
MBD2,methyl-CpG binding domain protein 2,1.7216390557398638e-87,0.7648619151179661,0.884,0.602,3.019066248145425e-83
PREX1,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1",2.7380280522011173e-87,0.7529818053571855,0.913,0.714,4.801405992339879e-83
SLC44A2,solute carrier family 44 member 2,2.9348830858175536e-87,0.7819814437329617,0.613,0.286,5.146610979289662e-83
ABI3,ABI family member 3,3.72702203813017e-87,0.7927817262258158,0.617,0.288,6.535705846065066e-83
KIF13B,kinesin family member 13B,4.4932308731997205e-87,0.9532209582274036,0.776,0.483,7.87932965924303e-83
RETN,resistin,8.493375273460294e-87,1.3190065141909215,0.556,0.238,1.4893982879539973e-82
SERPINB1,serpin family B member 1,9.58900115031372e-87,0.9866848947421962,0.891,0.644,1.681527241719014e-82
YPEL2,yippee like 2,1.1999463145371969e-86,0.7505124152641138,0.752,0.405,2.1042258571724285e-82
LIMD1,LIM domain containing 1,1.5551192620750634e-86,1.0681402817434642,0.668,0.366,2.727057137974831e-82
TSPAN14,tetraspanin 14,3.2071674773738845e-86,0.7408952986185011,0.847,0.557,5.624088888322844e-82
RPL18A,ribosomal protein L18a,3.4128799771116216e-86,0.8178054086745896,0.966,0.915,5.98482632786294e-82
SPI1,Spi-1 proto-oncogene,2.1229212651078838e-85,0.7077311603399123,0.922,0.686,3.722754730493185e-81
EFHD2,EF-hand domain family member D2,2.202910649995005e-85,0.8857083061679472,0.903,0.658,3.8630241158312406e-81
COTL1,coactosin like F-actin binding protein 1,3.699624142921991e-85,0.7114362163976393,0.97,0.821,6.487660897028004e-81
HCLS1,hematopoietic cell-specific Lyn substrate 1,4.095299140110748e-85,0.6830972215618378,0.912,0.683,7.181516572098207e-81
PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,7.887050983524227e-85,0.8308386575357847,0.424,0.128,1.3830732604708084e-80
VSIR,V-set immunoregulatory receptor,1.2233381864319486e-84,0.626912457497494,0.926,0.643,2.145245843727065e-80
ATP5F1E,ATP synthase F1 subunit epsilon,1.6124006153975787e-84,0.7596807609201206,0.968,0.886,2.827505719161194e-80
RPS8,ribosomal protein S8,1.6256654163151792e-84,0.8176873972072061,0.974,0.929,2.8507668740502984e-80
SLC11A1,solute carrier family 11 member 1,4.536108415731127e-84,1.0878468584261936,0.822,0.631,7.954519717826104e-80
PAG1,phosphoprotein membrane anchor with glycosphingolipid microdomains 1,6.829199190444734e-84,1.1271661017206815,0.827,0.608,1.1975683700363885e-79
RPL29,ribosomal protein L29,7.773839762107879e-84,0.8184639001834806,0.957,0.893,1.3632205406832378e-79
CST3,cystatin C,8.315453021811887e-84,0.8031474814952295,0.942,0.762,1.4581978419049325e-79
RPLP2,ribosomal protein lateral stalk subunit P2,8.965079328806669e-84,0.7550554910949936,0.979,0.932,1.5721163110995373e-79
UBC,ubiquitin C,8.990223380987834e-84,0.7394758016379783,0.927,0.776,1.5765255720900265e-79
RPL41,ribosomal protein L41,1.387068213322483e-83,0.8194852523628109,0.991,0.99,2.4323628188823064e-79
TMSB4X,thymosin beta 4 X-linked,2.4038198151146723e-83,0.8043628568358185,0.998,0.998,4.21533842778509e-79
IRAK3,interleukin 1 receptor associated kinase 3,2.548379606905278e-83,0.6616880683772361,0.953,0.806,4.4688384786690953e-79
HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",3.26927147082972e-83,0.9287532753692602,0.92,0.801,5.732994451246997e-79
ACTG1,actin gamma 1,3.682064719469167e-83,0.8765732787598766,0.95,0.862,6.456868692061132e-79
C4orf48,chromosome 4 open reading frame 48,3.932963083554537e-83,0.6184956828390431,0.758,0.427,6.896844063321237e-79
RNH1,ribonuclease/angiogenin inhibitor 1,5.740539801738073e-83,0.7082282269817775,0.767,0.454,1.0066610596327885e-78
RYBP,RING1 and YY1 binding protein,6.886067403378572e-83,0.7636508748661359,0.849,0.564,1.2075407798564663e-78
U2AF1,U2 small nuclear RNA auxiliary factor 1,7.745207499161906e-83,0.6392554015797351,0.813,0.508,1.3581995870530318e-78
IFITM3,interferon induced transmembrane protein 3,8.051394210552302e-83,1.036202096792012,0.743,0.456,1.4118924887624518e-78
C1orf162,chromosome 1 open reading frame 162,1.0659808637444028e-82,0.7084467019193523,0.845,0.563,1.8693040426621847e-78
FOXO3,forkhead box O3,1.3089659547322588e-82,0.8211073991297586,0.856,0.611,2.295402698218489e-78
OAZ1,ornithine decarboxylase antizyme 1,1.4812750741863004e-82,0.725541891683938,0.951,0.836,2.597563970093096e-78
RPS16,ribosomal protein S16,2.0649053961172152e-82,0.7840874107289881,0.952,0.863,3.6210181026311485e-78
MT-ND4,NA,2.265075155061317e-82,0.8037063167205858,0.99,0.975,3.9720357919155255e-78
EBI3,Epstein-Barr virus induced 3,4.1466372973614953e-82,1.1458923353841768,0.331,0.072,7.271543164653118e-78
KCNE1,potassium voltage-gated channel subfamily E regulatory subunit 1,4.268283196191035e-82,0.7820514533277975,0.595,0.267,7.484861412840599e-78
RPL37A,ribosomal protein L37a,4.6050878151837773e-82,0.815178982671056,0.971,0.94,8.075481992706272e-78
RPL3,ribosomal protein L3,5.968008482523944e-82,0.8339569332785124,0.954,0.912,1.0465499674953988e-77
ARPC2,actin related protein 2/3 complex subunit 2,1.0046910035264218e-81,0.7143302157332005,0.943,0.819,1.7618261437839334e-77
ADGRE5,adhesion G protein-coupled receptor E5,1.2013624181302113e-81,0.8375799333748168,0.898,0.693,2.1067091364331384e-77
VNN1,vanin 1,1.3327128555807244e-81,0.7550692023212751,0.385,0.102,2.3370452635463582e-77
RPS7,ribosomal protein S7,1.3621238260874732e-81,0.7995861604529226,0.954,0.898,2.3886203414269927e-77
STXBP2,syntaxin binding protein 2,1.8677916180296002e-81,0.6720075570902722,0.842,0.528,3.275359381376707e-77
FLT3,fms related receptor tyrosine kinase 3,2.193604518146821e-81,0.9236148828771612,0.323,0.069,3.846704883022265e-77
TSC22D3,TSC22 domain family member 3,2.985350256978943e-81,0.7139741750932211,0.889,0.669,5.235110210638275e-77
SSR4,signal sequence receptor subunit 4,3.070871767316927e-81,0.8547405097234546,0.819,0.547,5.385080731166963e-77
TOX,thymocyte selection associated high mobility group box,3.9045060431934373e-81,-0.6337490976289063,0.09,0.414,6.8469417973440115e-77
ARHGDIA,Rho GDP dissociation inhibitor alpha,3.976799290195056e-81,0.6908072094528013,0.788,0.48,6.97371523528605e-77
TOMM7,translocase of outer mitochondrial membrane 7,5.0302078298329825e-81,0.71154669246999,0.882,0.655,8.820972450395119e-77
HMGN1,high mobility group nucleosome binding domain 1,7.0679625477020585e-81,0.838867349755108,0.715,0.438,1.239437912365033e-76
ARPC1B,actin related protein 2/3 complex subunit 1B,9.239046579848676e-81,0.6806629171417415,0.932,0.73,1.620159208242264e-76
EPB41L3,erythrocyte membrane protein band 4.1 like 3,1.0811320885580788e-80,0.7152948018849878,0.735,0.391,1.895873230495447e-76
RPL36AL,ribosomal protein L36a like,1.1013568453001176e-80,0.7505162428587084,0.867,0.625,1.931339363918286e-76
RPL24,ribosomal protein L24,1.1601568649417018e-80,0.7776657413398302,0.936,0.85,2.0344510783617682e-76
UQCR11,"ubiquinol-cytochrome c reductase, complex III subunit XI",1.8309957081239965e-80,0.6586655483420241,0.867,0.591,3.2108340737662404e-76
MYO1G,myosin IG,2.4290236168435262e-80,0.6943083238373251,0.766,0.464,4.2595358144968077e-76
CSGALNACT2,chondroitin sulfate N-acetylgalactosaminyltransferase 2,3.531987529187476e-80,0.6681629027076581,0.883,0.604,6.193693331183158e-76
RPS3A,ribosomal protein S3A,4.925343846810681e-80,0.7957184175142564,0.963,0.932,8.637082969767211e-76
MTPN,myotrophin,7.871442883024291e-80,0.6450230421255276,0.898,0.617,1.3803362239671396e-75
ZEB2,zinc finger E-box binding homeobox 2,8.745511631274167e-80,0.6227080943969039,0.985,0.916,1.533612919660238e-75
NCALD,neurocalcin delta,1.2292066447307003e-79,-0.523756229414665,0.041,0.333,2.1555367721997562e-75
MT-CO2,NA,1.3392617220809695e-79,0.7747015354082105,0.995,0.993,2.348529355841188e-75
RPS4X,ribosomal protein S4 X-linked,1.6419138672530007e-79,0.8962580367142574,0.94,0.903,2.879260157614862e-75
HRH2,histamine receptor H2,3.475971480507515e-79,0.7294101029153184,0.784,0.495,6.095463588217979e-75
